,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
41,ID3856063499,1,2,7,-37.8132457,144.9334457,-37.8618349,144.90571599999996,11325.0,2018-04-11,02:41:30,3704.52,3:43:14,16.845
42,ID1604730309,0,7,3,-37.8618349,144.90571599999996,-37.8179567,144.9808606,8862.0,2018-05-22,05:56:26,2947.6199999999994,6:45:33,19.79
44,ID3284742590,1,3,4,-37.8120724,144.9871468,-37.7993649,144.99296950000004,1779.0,2018-01-24,16:30:29,435.72,16:37:44,13.65
47,ID5784556290,2,2,1,-37.8135331,144.9373574,-37.8081641,144.9711114,3410.0,2018-03-24,12:10:37,817.0199999999996,12:24:14,77.23
48,ID1379361466,0,2,3,-37.81483239999999,144.9450731,-37.8168138,144.9701116,2691.0,2018-02-27,20:21:27,643.0200000000002,20:32:10,8.8
49,ID5177611455,2,8,1,-37.807202,145.0266373,-37.81451420000001,144.9659007,6498.0,2018-03-12,17:16:13,1651.5000000000002,17:43:44,119.27
50,ID3268668595,1,7,1,-37.8618349,144.90571599999996,-37.8221958,144.9539584,8368.0,2018-04-08,13:20:08,2870.819999999999,14:07:58,29.89
51,ID1934385866,0,9,7,-38.1109156,144.65417250000004,-37.8618349,144.90571599999996,50797.0,2018-07-21,20:44:10,13204.979999999996,0:24:14,31.04
52,ID1371675559,0,3,9,-37.8141396,144.9888458,-38.1109156,144.65417250000004,45837.0,2018-06-09,20:11:01,10996.74,23:14:17,28.7
53,ID5420392294,2,4,3,-37.8153615,145.01226699999995,-37.83265120000001,144.9903468,5605.0,2018-05-17,04:45:19,1326.3,5:07:25,110.93
54,ID1304436590,0,9,3,-38.1109156,144.65417250000004,-37.8188973,144.98454099999995,45411.0,2018-06-09,10:04:26,10920.719999999994,13:06:26,12.45
55,ID5666995336,2,1,2,-37.8003684,144.967071,-37.8137278,144.9398582,3265.0,2018-03-26,13:15:14,779.1,13:28:13,67.55
56,ID5994055753,2,8,5,-37.807202,145.0266373,-37.8127606,144.9349737,8995.0,2018-02-24,18:06:35,2263.9199999999983,18:44:18,161.36
57,ID1879583231,0,1,7,-37.8041775,144.9492187,-37.8618349,144.90571599999996,9828.0,2018-04-05,16:21:00,3269.34,17:15:29,14.41
58,ID3612782793,1,2,7,-37.8136707,144.9367091,-37.8618349,144.90571599999996,10850.0,2018-02-15,11:39:48,3526.260000000001,12:38:34,21.98
59,ID1704065693,0,8,5,-37.8158343,145.04645,-37.81517520000001,144.927539,11814.0,2018-02-28,20:29:54,3277.4399999999987,21:24:31,14.69
60,ID1119340243,0,5,2,-37.8102505,144.93592569999996,-37.8115093,144.93579580000005,245.0,2018-06-18,06:39:00,45.24,6:39:45,4.23
61,ID3531996235,1,5,6,-37.8001819,144.92894109999997,-37.7738026,144.9836466,10951.0,2018-02-21,06:47:06,3294.5400000000013,7:42:00,21.39
63,ID3297423477,1,4,5,-37.800225,145.00961,-37.8155713,144.928303,9384.0,2018-02-02,04:33:48,2468.2199999999993,5:14:56,27.59
64,ID3494312161,1,5,7,-37.8033447,144.93685119999995,-37.8618349,144.90571599999996,10831.0,2018-03-21,09:21:50,3548.5800000000013,10:20:58,21.51
65,ID5133209161,2,2,4,-37.822891,144.9364294,-37.812562,145.00492450000004,6758.0,2018-05-28,18:29:19,1747.6200000000006,18:58:26,126.27
66,ID3655505590,1,8,2,-37.8158343,145.04645,-37.8136243,144.94105580000004,9604.0,2018-03-16,17:51:52,2696.399999999998,18:36:48,22.93
67,ID1479266222,0,3,1,-37.8103404,144.9870615,-37.8052299,144.9369713,4706.0,2018-03-14,07:19:57,1206.2399999999998,7:40:03,6.8
68,ID1711087593,0,2,3,-37.8207552,144.9480634,-37.8134528,144.9738281,2441.0,2018-03-16,17:14:50,525.54,17:23:35,10.78
69,ID1881514990,0,7,3,-37.8618349,144.90571599999996,-37.81751060000001,145.0028707,10973.0,2018-02-04,07:30:38,3502.0799999999986,8:29:00,7.505
70,ID3357636110,1,2,9,-37.825289,144.94270669999997,-38.1109156,144.65417250000004,42653.0,2018-02-05,22:32:18,10254.78,1:23:12,64.86
71,ID1394226859,0,7,9,-37.8618349,144.90571599999996,-38.1109156,144.65417250000004,50797.0,2018-05-04,04:08:54,13173.36,7:48:27,32.23
74,ID3895667232,1,1,3,-37.8125569,144.94287130000004,-37.8195384,145.00887959999997,6477.0,2018-02-17,00:14:27,1623.0,0:41:30,28.56
75,ID1538874852,0,5,9,-37.7996144,144.9327719,-38.1109156,144.65417250000004,45176.0,2018-02-18,05:04:35,10873.38,8:05:48,34.66
76,ID3789461293,1,4,5,-37.8115917,145.0034761,-37.8073409,144.9364254,6438.0,2018-06-20,11:29:42,1667.64,11:57:29,15.1
77,ID1423219098,0,6,8,-37.7738026,144.9836466,-37.8158343,145.04645,13562.0,2018-05-20,17:21:11,4213.56,18:31:24,19.26
79,ID3353823257,1,7,8,-37.8618349,144.90571599999996,-37.8158343,145.04645,15151.0,2018-01-02,21:57:07,4911.5999999999985,23:18:58,20.02
80,ID1912658744,0,5,3,-37.81304650000001,144.9335818,-37.8207167,144.9707771,4832.0,2018-07-24,11:47:02,1017.48,12:03:59,7.01
81,ID1921484860,0,7,4,-37.8618349,144.90571599999996,-37.80034000000001,145.00410480000005,12334.0,2018-02-10,02:45:21,3913.259999999999,3:50:34,23.14
82,ID1379215182,0,5,7,-37.8098999,144.9358427,-37.8618349,144.90571599999996,10562.0,2018-05-17,13:24:20,3429.5400000000004,14:21:29,14.15
83,ID1622305508,0,9,1,-38.1109156,144.65417250000004,-37.8166103,144.9547935,42526.0,2018-05-07,03:48:44,10212.660000000002,6:38:56,30.65
84,ID3232722027,1,2,6,-37.8148177,144.9375311,-37.7874325,144.9803767,5853.0,2018-06-07,02:59:06,1474.0800000000006,3:23:40,20.29
85,ID3591415552,1,9,5,-38.1109156,144.65417250000004,-37.8046445,144.93985969999997,43477.0,2018-03-21,03:29:54,10405.259999999998,6:23:19,64.53
86,ID3270589752,1,3,1,-37.818763,144.9836536,-37.8173844,144.9674523,1630.0,2018-04-19,09:32:09,386.63999999999993,9:38:35,7.06
87,ID1501831706,0,5,8,-37.8050314,144.92790559999997,-37.807202,145.0266373,9483.0,2018-01-18,11:16:17,2489.579999999999,11:57:46,9.3
88,ID1865633604,0,1,4,-37.8034449,144.9628053,-37.808786100000006,145.00874119999997,4645.0,2018-04-26,14:55:09,1153.44,15:14:22,9.29
90,ID1415093621,0,3,6,-37.8101386,145.0007316,-37.7907967,144.985865,3378.0,2018-03-20,03:26:03,961.8,3:42:04,13.8
91,ID1385913539,0,3,2,-37.8242297,144.98425580000003,-37.814128,144.93883799999998,5023.0,2018-04-22,20:34:28,1229.640000000001,20:54:57,15.9
92,ID1628958042,0,8,1,-37.8158343,145.04645,-37.8110812,144.9780233,6309.0,2018-05-15,02:24:03,1854.12,2:54:57,14.53
93,ID1522834592,0,8,4,-37.8158343,145.04645,-37.8113945,144.9958138,4600.0,2018-05-14,09:58:47,1434.7200000000007,10:22:41,7.02
94,ID3496333550,1,9,6,-38.1109156,144.65417250000004,-37.7874325,144.9803767,47033.0,2018-07-18,23:36:35,11355.660000000005,2:45:50,68.51
95,ID1506338088,0,4,7,-37.8112428,145.0035322,-37.8618349,144.90571599999996,11311.0,2018-04-22,14:12:58,3667.02,15:14:05,17.19
97,ID5533409057,2,4,6,-37.8060789,144.9974028,-37.7908183,144.9857929,2998.0,2018-05-15,10:12:24,767.04,10:25:11,56.74
98,ID1639281449,0,3,1,-37.8192177,145.0056829,-37.8111533,144.9456368,6106.0,2018-03-22,21:57:50,1548.1200000000006,22:23:38,16.96
99,ID1669293426,0,6,3,-37.7738026,144.9836466,-37.8185148,144.9711063,8343.0,2018-07-10,14:38:05,2611.0799999999995,15:21:36,13.13
102,ID1808962601,0,9,8,-38.1109156,144.65417250000004,-37.8158343,145.04645,51032.0,2018-04-17,14:15:58,12681.060000000005,17:47:19,26.54
103,ID1177867055,0,3,1,-37.8159349,144.98243290000005,-37.7989183,144.9441439,4433.0,2018-07-25,17:04:10,1033.9800000000002,17:21:23,9.68
104,ID1891982342,0,8,3,-37.807202,145.0266373,-37.8201847,144.978879,5985.0,2018-03-20,10:42:43,1500.54,11:07:43,6.78
105,ID3150249406,1,9,1,-38.1109156,144.65417250000004,-37.81284,144.94309219999997,42104.0,2018-04-10,18:33:02,10087.379999999996,21:21:09,58.0
106,ID5731046427,2,3,8,-37.8176406,144.9702186,-37.807202,145.0266373,6621.0,2018-02-23,22:01:24,1699.7400000000007,22:29:43,131.68
107,ID3628169905,1,5,9,-37.811232,144.9354874,-38.1109156,144.65417250000004,42983.0,2018-07-26,23:46:08,10287.24,2:37:35,63.18
108,ID1359759685,0,4,3,-37.8099961,144.99523200000004,-37.8154491,144.99607949999995,701.0,2018-04-25,16:29:16,172.26000000000005,16:32:08,10.9
109,ID1373168899,0,4,8,-37.7995712,144.9903243,-37.807202,145.0266373,3375.0,2018-05-03,12:41:29,904.38,12:56:33,9.59
110,ID1380939475,0,8,2,-37.8158343,145.04645,-37.8209493,144.9474302,9334.0,2018-06-01,13:22:03,2546.9999999999986,14:04:30,13.84
111,ID3332901023,1,1,2,-37.8160828,144.93899069999995,-37.8148243,144.9376494,258.0,2018-05-18,12:12:51,65.04,12:13:56,11.93
113,ID1971230693,0,2,9,-37.8121742,144.9381852,-38.1109156,144.65417250000004,43118.0,2018-07-01,06:21:51,10333.98,9:14:04,10.62
114,ID3980626240,1,7,1,-37.8618349,144.90571599999996,-37.80806629999999,144.96881519999997,9099.0,2018-02-28,22:51:34,3047.639999999999,23:42:21,30.14
115,ID3250821441,1,8,3,-37.8158343,145.04645,-37.819997,144.9853336,6280.0,2018-01-06,02:35:40,1918.2,3:07:38,28.99
